[2025-09-05 20:10:58] This is codeql database index-files --include-extension=.yaml --include-extension=.yml --size-limit=5m --language yaml -- /workspaces/demo-private/codeql-database
[2025-09-05 20:10:58] Log file was started late.
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/recommendationservice...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/emailservice...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/emailservice/templates...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/cartservice...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/cartservice/src...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/cartservice/src/services...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/cartservice/src/cartstore...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/cartservice/src/protos...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/cartservice/tests...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/checkoutservice...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/checkoutservice/money...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/checkoutservice/genproto...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/currencyservice...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/currencyservice/data...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/currencyservice/proto...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/currencyservice/proto/grpc...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/currencyservice/proto/grpc/health...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/currencyservice/proto/grpc/health/v1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/adservice...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/adservice/src...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/adservice/src/main...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/adservice/src/main/resources...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/adservice/src/main/java...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/adservice/src/main/java/hipstershop...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/adservice/src/main/proto...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/adservice/gradle...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/adservice/gradle/wrapper...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/shoppingassistantservice...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/frontend...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/frontend/static...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/frontend/static/styles...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/frontend/static/icons...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/frontend/static/images...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/frontend/static/img...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/frontend/static/img/products...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/frontend/templates...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/frontend/money...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/frontend/genproto...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/frontend/validator...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/productcatalogservice...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/src/productcatalogservice/genproto...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/logs...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/logs/refs...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/logs/refs/heads...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/logs/refs/heads/feat...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/logs/refs/remotes...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/logs/refs/remotes/origin...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/logs/refs/remotes/origin/copilot...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/logs/refs/remotes/origin/feature...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/logs/refs/remotes/origin/feat...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/refs...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/refs/tags...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/refs/heads...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/refs/heads/feat...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/refs/remotes...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/refs/remotes/origin...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/refs/remotes/origin/copilot...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/refs/remotes/origin/feature...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/refs/remotes/origin/feat...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/info...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/6a...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/39...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ce...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/8d...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/7d...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/01...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ba...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/b8...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/c8...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/34...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/f6...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/06...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/05...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/c9...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/76...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/35...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/c6...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/2a...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/4d...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/f8...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/c0...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/cd...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/da...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/fd...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/f2...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/11...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/95...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/3d...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/66...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/de...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/14...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/02...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/81...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/73...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/0c...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/4b...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/0d...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/a0...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/0b...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/74...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/d2...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/89...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/a6...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/dc...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/pack...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/68...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/53...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/d4...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/6d...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/a4...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/b6...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/28...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/fe...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/25...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/77...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/3a...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/9d...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/6c...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/2c...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/8b...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/9b...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/d9...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/94...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/29...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/cb...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/49...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/b0...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/b7...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/85...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/15...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/37...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/f9...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/8a...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/c7...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/0a...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/b5...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/26...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/52...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ff...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/63...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/a9...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/42...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/60...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/18...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/50...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/00...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/54...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/b4...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/91...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/c3...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/af...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/3b...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/9a...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/2f...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/38...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/f4...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/20...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/6b...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/c5...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/56...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ae...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/32...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/c1...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/6f...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/9f...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/43...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/5d...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/69...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/3f...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/79...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/c4...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/db...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/a5...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/b2...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/a8...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/info...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/70...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/d5...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/7e...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/10...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/80...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/2d...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/6e...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/8e...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/62...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/e7...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/fc...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/08...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/03...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/86...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/21...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/be...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/41...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/51...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/e8...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/98...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/44...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ab...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/59...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/30...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/8f...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/b9...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/96...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/3c...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/13...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/75...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ee...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/58...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/e3...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ad...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/e5...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/19...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/48...
[2025-09-05 20:10:58] [PROGRESS] resolve files> Scanning /workspaces/demo-private/.git/objects/ea...
